timestamp,train_accuracy,train_weighted_f1,test_accuracy,test_weighted_f1
20250217_112009,0.9941826101481491,0.9941687895109483,0.9202590360671746,0.9171206515999504
20250217_112621,0.9941826101481491,0.9941687895109483,0.9202590360671746,0.9171206515999504
20250217_113102,0.9941826101481491,0.9941687895109483,0.9202590360671746,0.9171206515999504
20250217_113714,0.9194045768178138,0.9167208367679056,0.9186657586698703,0.9157715214530373
20250217_114534,0.9187942487825562,0.9162685530213666,0.9177020828247267,0.9149658849621685
20250217_114726,0.9172427306718748,0.914926368017258,0.9166870109345086,0.9141444380605617
20250217_115300,0.9166645251647886,0.9131208883675725,0.9154920528865303,0.911742641513224
20250217_115728,0.9200598763925116,0.9171403890874094,0.9188841918614362,0.915712385131923
20250217_120052,0.9182945751375732,0.915718519293491,0.9194325584981303,0.9168945260074536
