timestamp,train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
20250216_141828,0.705772605336937,0.7102353271085902,0.705772605336937,0.7058765173598528,0.7035369671152418,0.7084808954781064,0.7035369671152418,0.7037224922281915
20250216_141921,0.703666875088243,0.7057692681699794,0.703666875088243,0.7039433337335662,0.7026575660760964,0.7050573354478878,0.7026575660760964,0.7030007036533708
20250216_142005,0.6367696000322717,0.6370227935114376,0.6367696000322717,0.6368781572614216,0.6355568464194662,0.6360430617988355,0.6355568464194662,0.6357494106823863
20250216_142048,0.6076907561669255,0.6067409397364559,0.6076907561669255,0.6068294780998924,0.6062219640494401,0.6052327818087868,0.6062219640494401,0.6054296278429897
20250216_142131,0.6066641118215373,0.6070528479706216,0.6066641118215373,0.6068240048644513,0.6060202665633976,0.6066271524846829,0.6060202665633976,0.6062576699580972
20250216_142217,0.7090078460638577,0.7087393222624858,0.7090078460638577,0.7088070727093421,0.7081114660986866,0.7078722900481931,0.7081114660986866,0.7079568460835456
20250216_142302,0.6987898102019,0.6984359997999136,0.6987898102019,0.6978339468613183,0.6993093878077904,0.6988134241714586,0.6993093878077904,0.6983239117413876
20250216_142348,0.6623005708061881,0.6627259849344129,0.6623005708061881,0.6624597668247999,0.6619146738955045,0.6624925432512532,0.6619146738955045,0.6621252726374337
20250216_142440,0.7143750378184311,0.714764113482229,0.7143750378184311,0.7145107323656703,0.7122260948139543,0.712737562405639,0.7122260948139543,0.7124016814987959
20250216_142536,0.7119143185622945,0.7120412528821446,0.7119143185622945,0.7119699362938468,0.7108384161099816,0.7110931259375163,0.7108384161099816,0.7109422451381103
20250216_142632,0.7115532786058614,0.7111906568556392,0.7115532786058614,0.7111541272799248,0.7096282311937264,0.7092091732558741,0.7096282311937264,0.709239337864389
20250216_142929,0.6916315375461385,0.6945170180163851,0.6916315375461385,0.691885002641225,0.6900877787459258,0.6932284917508555,0.6900877787459258,0.6904240967536853
20250216_143229,0.5944432118437242,0.6099884489688013,0.5944432118437242,0.5603497660986978,0.5960160712556879,0.60989829305099,0.5960160712556879,0.5617566160635342
20250216_143529,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_143832,0.6110288630266847,0.6408804236537782,0.6110288630266847,0.6004744233063698,0.6091183399490109,0.6403946117155604,0.6091183399490109,0.5987369827053218
20250216_144135,0.5824582988765404,0.6230865471245074,0.5824582988765404,0.5181273531333231,0.5856165488753348,0.6242172895801699,0.5856165488753348,0.5218079607402587
20250216_144436,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_144759,0.6977349280945562,0.6976402987099981,0.6977349280945562,0.697682527591374,0.6969454932713719,0.6968943497693564,0.6969454932713719,0.6969188024868366
20250216_145120,0.6013251578289195,0.6045944363074317,0.6013251578289195,0.6015813959050289,0.6004050085519734,0.6041824409503951,0.6004050085519734,0.6007558496669806
20250216_145442,0.59056051957482,0.6914514806782059,0.59056051957482,0.5466510512307341,0.5881740729983541,0.6909357909468464,0.5881740729983541,0.5445970908548398
20250216_145737,0.7086347042094435,0.7100737970557631,0.7086347042094435,0.7060657223303836,0.7080065834059445,0.7090517521797313,0.7080065834059445,0.7053805822128233
20250216_150032,0.6852861090381008,0.6876710539744235,0.6852861090381008,0.6855713035764871,0.6828508729467196,0.6855909374800542,0.6828508729467196,0.6832106460355618
20250216_150328,0.672189838439662,0.6716506452937834,0.672189838439662,0.6716381440532113,0.670603801594217,0.6700243441683041,0.670603801594217,0.6701091209585123
20250216_150627,0.6935053147501966,0.693800650628649,0.6935053147501966,0.6936202401811487,0.6919514635169587,0.6923305303503151,0.6919514635169587,0.6920979295994794
20250216_150928,0.7121341697089494,0.7119258970905717,0.7121341697089494,0.7119943407553618,0.7105721754284055,0.710378161610497,0.7105721754284055,0.7104531112453398
20250216_151228,0.7057161298130257,0.7072077366593224,0.7057161298130257,0.7059862904161489,0.7045696582437796,0.7063321613997833,0.7045696582437796,0.7049003740393525
20250216_151547,0.7268641965348233,0.7561497266928474,0.7268641965348233,0.722763477330778,0.7229967405686255,0.7537327502178318,0.7229967405686255,0.7188960772417503
20250216_151907,0.6978519131083725,0.70118195436005,0.6978519131083725,0.6980685319335985,0.6965340303998451,0.7003391386646178,0.6965340303998451,0.6968236151090075
20250216_152228,0.7066741967365215,0.7062886976813804,0.7066741967365215,0.7060289579957743,0.7055781456739924,0.7050923302544038,0.7055781456739924,0.7050079738219447
20250216_152522,0.7189213174932936,0.7216053414779275,0.7189213174932936,0.7191652643670345,0.7168974085906993,0.719926456231629,0.7168974085906993,0.7172104903752458
20250216_152820,0.7238266201415922,0.7235163299254143,0.7238266201415922,0.7235033896541301,0.7223351728144061,0.7220031977343974,0.7223351728144061,0.7220599189462111
20250216_153119,0.7029105064644305,0.7031829773886932,0.7029105064644305,0.7030168730153048,0.7012698873721238,0.7016764750916634,0.7012698873721238,0.7014220006620066
20250216_153422,0.7404747977974546,0.7436023128240489,0.7404747977974546,0.7406799626900292,0.737357601574854,0.7409332368354329,0.737357601574854,0.7376265625790668
20250216_153724,0.7486879525605599,0.7493454906858048,0.7486879525605599,0.7474631579237814,0.746732500726111,0.7470820086062311,0.746732500726111,0.7455124760506022
20250216_154024,0.7501341293692895,0.7499807010761406,0.7501341293692895,0.7496080515774701,0.7480717720334333,0.7477991334799649,0.7480717720334333,0.7475588466594385
20250216_154344,0.7706488634300813,0.7768613952978544,0.7706488634300813,0.7706132595759735,0.7670232678219898,0.7738188306860423,0.7670232678219898,0.7670507460069944
20250216_154707,0.7625264729018334,0.7649198848042411,0.7625264729018334,0.76274307015657,0.7589069609836383,0.7618124312003387,0.7589069609836383,0.7591780470163368
20250216_155029,0.7535912382258617,0.7538444971504543,0.7535912382258617,0.7527037223323889,0.7516861909833156,0.7517384215566988,0.7516861909833156,0.7507832071612675
20250216_155217,0.6073539200064544,0.6146920874814724,0.6073539200064544,0.6065414328918264,0.6062865072449737,0.6145086689337659,0.6062865072449737,0.605549815721652
20250216_155405,0.6100405413582364,0.6229740193392136,0.6100405413582364,0.5853092660881258,0.6110627037144609,0.6227886098744112,0.6110627037144609,0.5858437380102371
20250216_155552,0.595219750297505,0.6130641565665121,0.595219750297505,0.5893421613969595,0.5930067447639332,0.6121239968098728,0.5930067447639332,0.5872120866149063
20250216_155743,0.6083220718449344,0.633216498240189,0.6083220718449344,0.5998350862021106,0.6073111304740698,0.6336503149173348,0.6073111304740698,0.5990005219321011
20250216_155934,0.6007200629298695,0.6025164158821854,0.6007200629298695,0.6010947491537084,0.5995094717139445,0.6016787063133276,0.5995094717139445,0.5999709251140432
20250216_160125,0.6016236713124509,0.6015486126767995,0.6016236713124509,0.601584696314484,0.6003727369542066,0.6005002136200315,0.6003727369542066,0.600433306356748
20250216_160329,0.7070735593698945,0.7108554949157208,0.7070735593698945,0.7072471147369356,0.7058121147578017,0.709935190747741,0.7058121147578017,0.7060711183169621
20250216_160531,0.606849674257246,0.605740208001717,0.606849674257246,0.6056936721646254,0.6057701616807049,0.6045706534721866,0.6057701616807049,0.604679957701124
20250216_160735,0.5964965005345005,0.6116983533627877,0.5964965005345005,0.5638144172295407,0.5983557620937813,0.611985226763266,0.5983557620937813,0.5656072898045024
20250216_160920,0.7112527481393331,0.7113168335111483,0.7112527481393331,0.709918660313081,0.7105883112272888,0.7104225331922556,0.7105883112272888,0.7092305813572116
20250216_161105,0.7069626253050687,0.7067249386549631,0.7069626253050687,0.7067974756902401,0.7056588246684093,0.7054395233142055,0.7056588246684093,0.7055215399904414
20250216_161249,0.6901268682305008,0.689662581490847,0.6901268682305008,0.6892852762628655,0.6893293961984058,0.6887336794041333,0.6893293961984058,0.6885399321194259
20250216_161439,0.7141551866717764,0.7138215045217601,0.7141551866717764,0.7134936035208322,0.7133152612385839,0.7128663790272489,0.7133152612385839,0.7126693859182163
20250216_161629,0.7267976360959277,0.7302646163898139,0.7267976360959277,0.72698937577248,0.7239648885016298,0.7279800396136289,0.7239648885016298,0.7242195240703475
20250216_161820,0.7063474454910346,0.7072989072851424,0.7063474454910346,0.7040873800230624,0.7060783554393778,0.7066718703445787,0.7060783554393778,0.7037837315475399
20250216_162024,0.7478448536678836,0.7483333968965751,0.7478448536678836,0.7479897934323543,0.7447881369606609,0.7454425380959772,0.7447881369606609,0.7449773839215499
20250216_162230,0.6751427015470259,0.7083376897026968,0.6751427015470259,0.6679898663865953,0.6719672765998644,0.70654972135179,0.6719672765998644,0.6648720381450914
20250216_162434,0.7102765283688659,0.7101579128750324,0.7102765283688659,0.7102078059164859,0.7091441572272243,0.7090532179059111,0.7091441572272243,0.7090945561673103
20250216_162618,0.711629923959741,0.7132706569845658,0.711629923959741,0.7118986691319448,0.7092974473166166,0.7111895232701848,0.7092974473166166,0.7096274632970981
20250216_162804,0.7149599628875128,0.7149370028041597,0.7149599628875128,0.7149481658330911,0.712855390970407,0.7129409763121113,0.712855390970407,0.7128950691375158
20250216_162949,0.6802396175800238,0.6836296736007291,0.6802396175800238,0.6804588384802241,0.6787523800303353,0.6825822991826039,0.6787523800303353,0.6790529276747699
20250216_163139,0.7316888198632485,0.7322339624571783,0.7316888198632485,0.7318507962048387,0.7290315293510181,0.7298385353749525,0.7290315293510181,0.7292546622315733
20250216_163330,0.7199661146856532,0.7209270561137084,0.7199661146856532,0.7201905542777643,0.717365346758318,0.7185869722170318,0.717365346758318,0.7176474855344309
20250216_163519,0.6996772827205067,0.7122465125086364,0.6996772827205067,0.6983756764667978,0.6969777648691386,0.7104722087643747,0.6969777648691386,0.6957537492416093
20250216_163722,0.7691784828253898,0.7719582055435746,0.7691784828253898,0.7693777796569922,0.7660389840901023,0.7693003772951132,0.7660389840901023,0.766292435173613
20250216_163927,0.7566368825510801,0.7622550505197051,0.7566368825510801,0.7566449018577339,0.7518959563687998,0.7582528314282377,0.7518959563687998,0.7519538767424914
20250216_164133,0.7445309506040864,0.7443183139527626,0.7445309506040864,0.7443548540279057,0.7424000387259173,0.7421975254509947,0.7424000387259173,0.7422604892647829
20250216_164245,0.7056495693741301,0.7116210526679622,0.7056495693741301,0.7055609827598043,0.7037386646012844,0.710213223783213,0.7037386646012844,0.703745289389877
20250216_164357,0.6145948889650861,0.6158576703695401,0.6145948889650861,0.6149285628596155,0.6121599380385323,0.6138234775548954,0.6121599380385323,0.6125826819411128
20250216_164508,0.6002480889086105,0.6012610944842548,0.6002480889086105,0.6005601640228383,0.5993239100267854,0.6006329314980631,0.5993239100267854,0.5997181669474067
20250216_164624,0.6887472518606668,0.7052250304903691,0.6887472518606668,0.6864238641234844,0.6856262303546649,0.7026024194535662,0.6856262303546649,0.6835020081953954
20250216_164739,0.6904939591359245,0.7049051240862568,0.6904939591359245,0.6886790927224206,0.6883612482654016,0.7034550118485561,0.6883612482654016,0.6867012651735933
20250216_164855,0.6621190423364731,0.6616807212241519,0.6621190423364731,0.6617833643158932,0.6623019330687062,0.6618405507303388,0.6623019330687062,0.6619755267081764
20250216_165026,0.7016902317513464,0.7021488913910199,0.7016902317513464,0.7018462947788313,0.7002936715396779,0.7009629068621412,0.7002936715396779,0.700509020062324
20250216_165154,0.6523528106658061,0.6685194137105838,0.6523528106658061,0.6493329117694138,0.6507002936715397,0.6680051728867366,0.6507002936715397,0.6477742075272206
20250216_165323,0.6012142237640936,0.6004530827960135,0.6012142237640936,0.600635422055249,0.6007357924290831,0.6000006676752805,0.6007357924290831,0.6002309672701521
20250216_165435,0.7540047197402125,0.7613227796049721,0.7540047197402125,0.7538339481923911,0.7502662406815761,0.7580102416263045,0.7502662406815761,0.7501860429855541
20250216_165548,0.6829585106597551,0.6895226188596429,0.6829585106597551,0.6827265651267086,0.6809710523768032,0.6882794561085763,0.6809710523768032,0.6808126611403131
20250216_165700,0.6937211319308578,0.6934591714601152,0.6937211319308578,0.6924587863562494,0.6938151482879917,0.6933268350320192,0.6938151482879917,0.6926149684638045
20250216_165816,0.6999939490510095,0.7106586815372384,0.6999939490510095,0.699076285654366,0.6978733017071675,0.7093965635183495,0.6978733017071675,0.697037561589772
20250216_165931,0.7114524294560197,0.7130955461514168,0.7114524294560197,0.711721384812971,0.7101929841546455,0.7120524273769003,0.7101929841546455,0.7105210091053732
20250216_170046,0.7185501926218762,0.7222061954941137,0.7185501926218762,0.7187310677493243,0.7157517668699778,0.7199695259883773,0.7157517668699778,0.715997395950544
20250216_170214,0.7502632162810867,0.7609588092331074,0.7502632162810867,0.7496606288924098,0.7473133894859134,0.7590146511760011,0.7473133894859134,0.7467519372522642
20250216_170343,0.7212711026846044,0.7231700992590158,0.7212711026846044,0.7215329667118686,0.7205440991383484,0.7226197310355104,0.7205440991383484,0.7208652897963682
20250216_170509,0.7024425664091651,0.7135781831226778,0.7024425664091651,0.7014530630392114,0.7008180850033885,0.7124781991653425,0.7008180850033885,0.6999786519785958
20250216_170620,0.7121301357429557,0.7120348275890089,0.7121301357429557,0.712076526051208,0.7110401135960241,0.7109984526080585,0.7110401135960241,0.7110184512274607
20250216_170731,0.7081344924262288,0.7092521176162351,0.7081344924262288,0.7083816658199944,0.7073208119533998,0.7087330857356652,0.7073208119533998,0.7076284886588816
20250216_170841,0.6656306097339599,0.6669307641401805,0.6656306097339599,0.6659258907959529,0.6649804756833511,0.6666055177492168,0.6649804756833511,0.6653460362258861
20250216_170956,0.714437564291333,0.7144373517641249,0.714437564291333,0.7144374580015511,0.7117339529480105,0.7118553178990407,0.7117339529480105,0.7117886283917189
20250216_171111,0.7133060368301095,0.7129831171816237,0.7133060368301095,0.7130116601404201,0.7114515764675509,0.7111234671707667,0.7114515764675509,0.7112037761749616
20250216_171227,0.7087516892232598,0.7101834815534199,0.7087516892232598,0.7090168888407606,0.7077403427243683,0.7094338403134891,0.7077403427243683,0.7080646002093078
20250216_171355,0.7208071965953327,0.7231923086587345,0.7208071965953327,0.7210611456732766,0.7188498402555911,0.7215774494562566,0.7188498402555911,0.7191696468926917
20250216_171524,0.7182920187982815,0.7179949614654492,0.7182920187982815,0.7176088258108383,0.7173411430599929,0.7169180087934668,0.7173411430599929,0.716682449621328
20250216_171651,0.7249984872627524,0.7258735348647956,0.7249984872627524,0.7252105596148831,0.7229321973730919,0.7240149999347373,0.7229321973730919,0.7231954466370994
20250216_172249,0.6143004094475484,0.6130987296385702,0.6143004094475484,0.6126237298320866,0.6129102526866105,0.6115220334702014,0.6129102526866105,0.6112944000652454
20250216_172841,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_173433,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_174034,0.6783658403759656,0.6924099389403351,0.6783658403759656,0.6764558031230723,0.6762836028011747,0.6905906191129707,0.6762836028011747,0.6746375070044788
20250216_174635,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_175235,0.5962867343028299,0.6016021386902712,0.5962867343028299,0.5761367140904234,0.5955400651886275,0.5993146201986419,0.5955400651886275,0.5750264192658079
20250216_175919,0.6473769136126183,0.7319460578369843,0.6473769136126183,0.6228044673100246,0.6463920353696712,0.7317178543224531,0.6463920353696712,0.6225196362302424
20250216_180603,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_181247,0.6453780834627564,0.6482911242838377,0.6453780834627564,0.6379899789746506,0.6446332332913802,0.6467031999635396,0.6446332332913802,0.6371745182724335
